TRCHILDNUM,Caring for HH children,Housework,Grocery shopping
1,0,0,0
0,0,0,0
0,0,60,30
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,140,0
0,0,0,0
4,1,60,0
0,0,55,30
0,0,60,0
0,0,120,0
1,0,0,0
2,180,0,0
0,0,0,0
0,0,0,0
0,0,150,0
4,0,0,0
1,40,0,0
1,0,0,0
0,0,15,60
0,0,0,0
0,0,70,0
0,0,60,0
0,0,0,0
0,0,3,15
1,0,0,15
0,0,0,0
0,0,55,60
0,0,0,0
0,0,0,20
1,123,20,0
3,65,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,50,20
2,0,0,0
2,480,73,0
1,0,160,0
0,0,0,0
1,0,0,0
0,0,145,0
0,0,1,0
1,0,0,60
0,0,0,0
0,0,90,0
1,30,165,0
1,0,0,0
2,0,5,0
0,0,90,0
0,0,330,0
0,0,120,0
3,30,0,0
0,0,0,0
0,0,75,60
2,165,0,0
0,0,87,0
1,5,60,0
0,0,0,0
2,75,0,0
2,60,10,107
2,25,30,0
0,0,0,0
2,0,0,0
0,0,0,0
7,0,50,0
1,0,0,0
0,0,6,0
0,0,0,0
0,0,0,0
0,0,20,0
2,0,0,0
0,0,0,0
3,3,2,0
0,0,0,0
0,0,0,0
3,120,3,0
2,0,510,0
1,295,20,0
1,0,0,0
0,0,10,0
0,0,12,0
2,170,240,150
0,0,0,0
1,0,0,0
1,0,0,0
1,0,60,0
0,0,0,0
0,0,0,5
2,0,0,0
2,0,0,0
0,0,5,0
0,0,268,45
0,0,128,0
2,120,0,0
1,0,0,0
0,0,95,0
0,0,20,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,66,0
0,0,0,0
3,230,60,0
0,0,60,0
4,0,0,5
1,0,0,0
1,0,0,0
0,0,165,0
2,0,0,0
1,90,0,0
0,0,0,0
3,0,0,0
5,90,90,0
0,0,0,0
2,0,0,0
0,0,50,0
0,0,0,0
1,45,390,0
0,0,50,0
0,0,0,0
0,0,0,0
0,0,0,0
2,60,0,0
0,0,0,0
2,50,180,45
0,0,0,0
0,0,0,0
1,420,5,0
0,0,270,0
1,0,150,0
1,95,0,0
0,0,0,0
2,115,135,0
2,280,0,0
1,45,0,0
1,160,0,0
2,245,50,0
2,0,35,0
1,0,0,0
2,240,0,0
3,145,60,0
0,0,0,0
2,105,0,0
0,0,53,20
2,0,0,0
0,0,0,0
0,0,20,0
2,0,0,0
0,0,120,0
0,0,0,0
0,0,225,0
0,0,120,0
3,115,40,35
0,0,0,0
0,0,30,0
0,0,0,0
0,0,90,30
0,0,0,0
0,0,90,0
0,0,0,15
0,0,0,0
1,46,30,0
0,0,0,0
0,0,0,0
1,93,0,0
0,0,0,0
3,345,37,0
3,30,0,40
2,60,0,0
0,0,240,90
3,0,420,0
0,0,80,49
2,0,0,0
2,15,0,0
0,0,90,0
3,0,0,0
1,143,0,0
0,0,0,0
3,6,165,60
0,0,70,30
0,0,0,0
3,200,0,0
0,0,0,60
2,25,60,0
0,0,0,0
0,0,0,0
0,0,0,30
0,0,0,0
0,0,0,0
2,20,100,0
0,0,45,0
1,0,0,0
0,0,0,0
0,0,120,15
2,0,60,0
0,0,0,0
0,0,0,0
0,0,120,0
2,0,15,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,30,60
0,0,0,0
3,0,0,175
2,0,30,0
0,0,120,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,57,65,0
3,95,0,0
0,0,0,0
1,10,10,0
0,0,120,0
1,126,70,0
0,0,110,20
1,20,60,0
2,20,45,0
0,0,105,0
0,0,0,0
2,20,30,80
4,30,0,0
0,0,0,0
2,175,60,0
1,205,0,0
0,0,0,0
0,0,0,0
1,205,100,40
2,249,150,45
0,0,0,0
1,60,10,45
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,170,0
0,0,0,0
1,5,150,0
0,0,0,0
0,0,0,0
0,0,110,15
1,0,0,0
0,0,0,0
2,349,135,0
2,0,10,0
0,0,125,60
0,0,0,0
0,0,0,0
0,0,40,0
2,0,0,0
0,0,80,30
0,0,0,0
1,0,0,0
2,0,0,0
0,0,220,15
3,33,0,0
1,0,0,0
2,0,210,0
0,0,0,0
2,305,0,0
0,0,0,0
0,0,90,60
0,0,60,0
1,0,180,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,0,15
0,0,175,0
0,0,0,0
3,0,0,0
0,0,0,0
2,415,0,0
0,0,155,0
0,0,90,45
0,0,0,0
0,0,0,0
2,0,70,0
1,0,0,0
0,0,0,0
1,60,60,0
1,0,0,0
0,0,0,0
1,275,85,45
0,0,60,30
0,0,200,0
0,0,15,30
1,10,0,0
0,0,10,0
0,0,0,0
2,20,0,0
1,5,15,5
1,12,60,0
0,0,0,30
1,0,0,0
2,0,0,0
0,0,5,0
0,0,10,20
0,0,95,20
0,0,0,0
7,50,0,0
0,0,60,0
0,0,0,0
3,0,0,0
4,0,0,20
0,0,120,0
3,225,20,15
0,0,130,60
0,0,0,0
0,0,70,60
2,15,0,0
2,128,135,0
0,0,0,0
2,0,30,0
0,0,330,0
0,0,270,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,80,10,20
0,0,0,0
2,0,0,60
2,25,20,0
1,0,0,0
1,1,0,5
0,0,33,15
0,0,0,0
0,0,0,0
5,72,195,0
0,0,150,45
2,0,0,0
1,0,210,0
3,180,60,30
0,0,0,90
0,0,0,0
2,0,120,0
0,0,0,0
2,130,35,0
2,0,150,0
2,25,10,45
3,0,0,0
0,0,0,15
0,0,0,0
0,0,0,0
2,0,70,45
2,205,45,0
2,300,150,120
2,0,0,0
0,0,0,0
0,0,45,0
0,0,0,0
0,0,0,0
0,0,10,15
0,0,0,0
0,0,180,0
3,280,15,0
2,75,40,0
2,0,0,0
0,0,0,0
3,45,240,60
0,0,95,45
0,0,60,0
0,0,330,0
2,0,0,0
0,0,45,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,0
0,0,100,20
1,230,0,0
1,0,0,0
1,0,0,12
0,0,20,0
0,0,0,0
0,0,30,30
0,0,180,0
0,0,0,0
0,0,0,0
0,0,0,0
2,15,25,45
0,0,30,0
1,43,0,0
1,116,70,40
1,45,105,0
0,0,0,0
3,30,0,0
0,0,0,0
1,0,0,0
2,150,30,30
0,0,140,0
2,125,0,0
0,0,0,0
0,0,280,0
2,90,0,0
0,0,20,60
0,0,0,0
0,0,0,30
1,0,70,0
1,20,90,0
1,0,0,0
2,20,0,0
2,45,0,0
3,45,180,0
0,0,0,0
1,265,30,0
0,0,30,100
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
2,0,0,0
0,0,229,15
0,0,10,0
0,0,0,0
1,40,58,0
3,40,0,0
2,0,240,0
1,0,140,0
1,12,20,20
0,0,0,0
1,0,30,0
0,0,0,0
3,0,30,0
2,0,0,0
0,0,75,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,30,0
0,0,310,0
0,0,0,0
1,0,45,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,90,0
0,0,0,0
2,0,60,20
0,0,60,0
2,0,0,0
0,0,120,0
0,0,0,0
0,0,120,0
0,0,75,40
0,0,0,0
0,0,225,0
2,105,200,0
0,0,180,0
4,100,0,0
0,0,0,0
0,0,60,0
0,0,60,31
3,0,0,0
0,0,240,0
0,0,0,0
1,0,0,0
1,0,0,0
1,45,10,0
0,0,5,0
1,35,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,10,40
0,0,0,0
6,15,0,0
0,0,0,0
3,0,60,0
1,0,90,15
0,0,0,0
0,0,30,0
2,0,160,300
0,0,0,0
2,75,120,0
0,0,205,60
0,0,75,0
0,0,801,0
0,0,0,0
0,0,0,0
3,30,165,40
3,0,10,60
2,0,120,0
0,0,125,0
0,0,15,0
0,0,55,0
2,47,73,0
2,40,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
1,100,30,0
2,1,15,60
0,0,45,0
1,0,0,0
2,445,155,0
0,0,645,0
0,0,0,0
1,0,0,0
1,20,0,0
0,0,35,0
1,95,0,0
0,0,0,0
2,0,0,0
0,0,15,0
0,0,345,0
0,0,0,0
0,0,90,0
0,0,48,0
1,50,70,0
0,0,60,0
1,180,0,0
1,0,0,30
1,0,0,0
1,0,200,0
0,0,0,0
1,0,0,0
1,15,0,0
0,0,0,0
0,0,180,0
0,0,0,0
0,0,0,0
1,130,0,0
1,240,0,0
0,0,0,0
0,0,125,0
2,0,3,20
1,0,0,0
0,0,5,20
1,0,0,0
0,0,0,0
2,0,0,20
0,0,0,0
0,0,0,15
0,0,0,0
2,1,0,0
1,0,0,0
2,15,410,0
0,0,0,0
2,0,0,0
0,0,20,5
0,0,0,0
3,0,155,0
2,0,0,0
0,0,10,55
0,0,30,0
0,0,230,60
0,0,120,0
1,0,0,0
0,0,20,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,30,0
0,0,120,0
2,0,0,0
1,141,0,0
0,0,120,0
1,0,0,0
1,60,210,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,45
0,0,0,0
0,0,120,0
0,0,125,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,5,321,0
0,0,20,30
0,0,0,10
1,0,60,0
2,775,105,60
1,45,0,0
0,0,20,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,75,0
0,0,65,5
0,0,0,0
0,0,220,90
0,0,15,65
0,0,0,0
0,0,0,45
0,0,0,0
0,0,95,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,10,60
2,20,100,0
0,0,0,0
1,0,0,0
1,0,10,0
0,0,0,0
0,0,60,0
0,0,195,60
0,0,0,0
0,0,0,0
2,250,100,60
1,60,0,0
0,0,0,0
0,0,0,30
1,31,238,0
0,0,40,0
1,125,0,0
0,0,40,20
0,0,0,0
1,0,0,0
2,0,0,0
0,0,0,0
2,145,0,0
0,0,0,0
3,270,110,0
2,5,55,0
0,0,0,0
1,0,30,30
0,0,269,10
2,0,15,120
0,0,2,0
1,0,0,0
0,0,135,30
0,0,0,0
1,61,0,0
1,55,150,30
1,209,45,0
2,20,300,0
2,60,85,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,200,60
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,20
2,60,0,0
1,135,0,0
0,0,121,0
0,0,180,0
0,0,0,0
0,0,0,0
1,0,50,0
2,30,0,0
0,0,0,0
0,0,0,0
2,0,0,0
1,470,130,30
0,0,230,0
2,0,49,0
1,230,30,0
2,0,0,0
1,0,0,0
2,45,0,0
2,183,0,0
3,60,0,0
1,15,15,0
2,0,0,0
1,45,0,0
2,62,0,0
3,0,0,0
1,0,0,0
1,0,120,0
1,0,0,0
0,0,0,0
0,0,13,90
2,185,0,0
3,0,0,0
0,0,0,0
1,5,20,0
1,0,90,0
0,0,0,0
1,105,105,0
2,0,60,0
2,186,45,0
1,0,0,0
0,0,240,60
1,95,0,30
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
2,0,120,0
0,0,15,0
2,0,0,60
0,0,0,0
0,0,190,15
3,0,0,0
3,0,0,0
1,0,0,0
2,73,15,0
2,0,0,0
2,45,0,0
0,0,15,0
0,0,0,0
1,10,20,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,30
1,0,135,15
3,0,150,0
0,0,210,30
0,0,15,0
2,45,70,0
0,0,0,0
2,260,0,0
1,0,0,0
0,0,0,0
1,0,0,0
1,0,240,0
5,90,0,0
0,0,0,0
0,0,540,0
1,60,0,0
1,5,0,0
1,212,15,50
1,270,0,0
0,0,0,0
2,0,240,0
1,10,0,0
1,0,0,0
0,0,0,0
4,0,0,0
0,0,0,0
0,0,0,15
2,0,0,0
1,0,210,90
0,0,0,15
2,45,0,0
2,170,30,0
2,30,0,0
0,0,120,0
0,0,0,0
0,0,0,120
0,0,0,0
0,0,120,60
3,0,0,0
0,0,0,0
2,135,0,0
2,0,0,0
1,0,0,0
0,0,75,0
0,0,0,0
2,91,0,0
1,0,0,0
2,60,0,20
4,211,60,120
2,0,0,0
1,520,90,0
0,0,170,0
2,0,0,0
2,5,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
3,0,180,0
3,0,0,0
0,0,0,0
1,0,60,0
0,0,205,55
2,0,0,0
4,0,0,0
2,15,0,0
3,120,0,60
0,0,0,0
2,120,0,0
0,0,0,0
2,0,80,0
2,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,105,167,0
0,0,45,120
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,30
3,90,0,0
0,0,30,0
2,0,90,0
2,0,15,0
0,0,75,0
0,0,90,0
0,0,0,0
4,240,0,0
0,0,0,0
1,0,0,20
0,0,0,0
0,0,5,0
0,0,120,0
0,0,0,0
0,0,130,0
2,0,0,0
0,0,0,0
2,0,0,0
2,180,0,0
0,0,15,0
0,0,0,0
3,60,135,0
0,0,0,0
0,0,0,0
0,0,0,15
3,91,60,0
3,90,120,0
0,0,10,0
0,0,90,0
0,0,30,0
5,155,105,0
0,0,40,0
2,0,0,0
0,0,5,0
1,0,30,0
0,0,0,0
1,30,60,45
3,75,0,0
1,0,0,0
0,0,60,0
0,0,0,0
0,0,45,90
4,180,0,0
0,0,0,0
0,0,10,35
0,0,0,0
0,0,180,0
0,0,0,0
0,0,190,0
0,0,0,0
2,80,5,0
0,0,0,0
3,64,0,0
0,0,0,0
0,0,25,0
3,230,0,0
0,0,0,0
0,0,0,10
0,0,60,0
0,0,0,0
0,0,120,0
4,0,0,0
0,0,85,30
1,0,0,0
3,0,0,0
0,0,295,0
1,0,0,0
0,0,35,0
0,0,0,0
4,185,45,0
0,0,100,0
0,0,2,0
0,0,10,30
0,0,195,90
1,0,0,0
0,0,180,0
0,0,105,0
0,0,30,0
0,0,0,0
4,60,330,0
2,42,90,0
1,60,0,0
1,0,75,60
0,0,90,0
2,0,0,0
0,0,120,0
1,0,480,0
0,0,110,0
1,0,0,75
2,0,0,0
0,0,0,60
0,0,10,40
0,0,0,0
4,60,0,0
2,145,80,60
0,0,20,0
0,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
1,0,165,0
2,0,0,0
0,0,60,0
1,0,0,0
2,411,80,0
0,0,10,0
1,0,60,0
0,0,30,0
2,0,0,0
0,0,75,0
2,16,6,90
0,0,10,0
0,0,0,0
1,0,325,0
0,0,65,15
2,0,110,20
0,0,235,90
0,0,0,10
2,0,235,0
0,0,5,45
3,0,0,0
0,0,30,0
2,5,0,30
0,0,0,0
6,240,150,0
5,150,130,0
1,0,0,0
0,0,120,0
0,0,0,0
1,0,0,0
0,0,15,0
0,0,0,15
1,0,0,0
0,0,10,35
0,0,0,0
0,0,0,0
0,0,0,0
1,35,55,5
2,10,400,0
1,0,0,0
2,0,0,30
2,0,0,0
3,230,0,20
3,0,0,0
0,0,75,45
0,0,330,0
0,0,20,0
1,0,95,45
0,0,0,0
2,15,0,0
1,0,5,0
0,0,6,0
0,0,15,30
1,90,120,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,260,0
2,45,0,0
0,0,0,0
2,0,0,0
3,65,0,0
0,0,280,0
4,266,85,110
1,0,0,0
0,0,0,0
0,0,190,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,50,0
0,0,0,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,170,120
0,0,60,0
0,0,150,60
1,0,105,0
0,0,90,120
2,110,210,0
1,1,20,0
1,60,0,0
0,0,0,0
1,90,0,0
2,90,15,0
0,0,240,0
0,0,0,0
0,0,0,45
0,0,85,0
0,0,0,0
0,0,0,0
1,120,0,255
2,300,0,0
0,0,0,0
0,0,10,90
0,0,0,0
0,0,0,0
2,0,0,0
2,0,35,0
1,0,0,0
0,0,15,0
0,0,0,0
0,0,0,5
0,0,240,0
1,0,0,0
2,0,60,0
3,15,250,60
0,0,0,0
0,0,55,63
0,0,75,0
1,0,0,0
0,0,60,35
0,0,90,0
1,10,300,0
0,0,0,0
0,0,0,0
2,30,0,0
0,0,120,0
3,0,0,0
0,0,60,75
1,0,0,0
0,0,0,0
2,0,0,0
2,0,130,0
0,0,120,0
0,0,240,45
0,0,0,75
0,0,0,0
4,90,0,0
2,0,65,0
0,0,0,0
1,0,0,0
2,0,0,0
1,0,0,0
2,0,180,0
0,0,60,0
0,0,0,30
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
1,170,235,30
0,0,0,0
0,0,0,0
4,0,60,0
0,0,380,0
0,0,75,20
1,75,0,0
3,495,60,0
0,0,0,0
4,0,250,0
0,0,120,30
2,0,0,0
0,0,135,0
0,0,0,0
0,0,0,0
2,50,210,0
0,0,0,0
0,0,630,0
0,0,540,0
2,50,0,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,20,0
0,0,5,0
2,0,0,0
2,0,10,55
1,0,0,0
2,3,0,0
3,255,52,0
1,30,105,0
0,0,60,0
0,0,190,60
0,0,0,0
3,250,42,30
0,0,150,0
0,0,165,0
0,0,60,0
0,0,60,0
2,0,0,0
2,225,60,0
6,218,0,0
2,195,210,30
0,0,0,0
2,120,0,0
0,0,30,0
0,0,580,0
1,10,0,0
1,400,0,0
7,185,145,73
1,0,10,0
2,0,115,60
6,0,0,0
0,0,45,0
1,116,0,0
2,120,0,0
0,0,0,0
2,0,0,0
0,0,0,0
1,0,60,0
0,0,225,0
0,0,0,60
0,0,60,0
2,0,30,0
0,0,0,45
0,0,0,0
0,0,90,0
0,0,150,60
0,0,0,0
3,110,5,30
1,5,0,90
0,0,0,0
0,0,0,15
0,0,0,0
1,13,0,0
1,0,70,60
0,0,0,0
0,0,0,0
2,315,0,0
0,0,0,0
0,0,0,0
2,185,165,0
2,0,210,0
0,0,0,0
0,0,6,10
1,0,60,0
0,0,40,0
1,0,0,0
4,121,210,0
0,0,62,0
0,0,0,0
2,0,0,0
0,0,0,60
5,93,0,0
0,0,0,15
0,0,0,0
4,0,0,0
2,120,60,0
0,0,10,15
3,163,5,0
0,0,5,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
2,30,120,0
1,180,60,0
1,0,105,10
0,0,0,0
3,0,25,0
1,10,60,10
0,0,330,0
0,0,180,20
1,0,310,0
0,0,0,0
0,0,0,0
1,0,0,0
2,0,103,0
3,0,0,0
2,45,0,30
0,0,0,0
0,0,5,20
0,0,0,0
2,0,120,0
0,0,0,0
3,415,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
2,55,41,0
2,30,20,30
1,0,300,0
0,0,0,0
2,60,0,0
1,90,30,0
0,0,180,90
0,0,0,0
1,0,0,0
1,0,300,0
0,0,0,0
2,0,0,0
0,0,0,0
1,0,30,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,20,0,0
0,0,90,0
0,0,0,0
0,0,120,0
0,0,0,0
0,0,0,0
0,0,0,0
1,165,0,0
1,0,0,0
0,0,170,0
0,0,62,41
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,55
0,0,10,0
1,0,0,0
0,0,285,0
0,0,60,0
2,155,120,0
0,0,0,0
2,0,60,0
2,0,0,0
0,0,30,45
1,0,0,0
0,0,0,30
4,260,112,0
0,0,80,30
0,0,0,0
0,0,0,0
2,75,0,0
1,0,305,0
0,0,0,0
1,0,275,0
1,5,90,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,85,15
1,185,10,0
0,0,60,0
0,0,0,0
0,0,0,0
3,270,0,0
1,61,65,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,295,30,0
0,0,0,0
1,233,20,0
0,0,60,0
0,0,0,0
2,0,0,0
0,0,0,0
2,3,480,0
0,0,0,0
0,0,120,15
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,35,15
1,0,0,0
1,285,0,0
2,0,0,0
0,0,0,0
1,0,0,0
1,140,0,0
0,0,0,0
0,0,0,0
1,60,120,0
0,0,120,0
1,0,0,0
3,30,190,0
0,0,15,25
0,0,30,120
0,0,180,60
0,0,0,0
0,0,10,0
2,180,180,0
0,0,0,0
3,0,0,0
0,0,110,45
0,0,180,0
0,0,0,120
2,0,70,60
1,0,0,0
0,0,0,0
2,790,0,0
0,0,120,0
0,0,0,0
0,0,0,0
2,181,0,0
1,0,0,0
0,0,10,30
1,0,0,0
0,0,0,0
1,0,220,0
0,0,5,0
0,0,30,43
1,270,0,0
0,0,45,20
3,0,0,0
0,0,185,0
0,0,0,30
2,120,0,0
0,0,0,0
2,20,40,0
2,0,135,60
0,0,0,0
1,85,30,0
0,0,0,3
1,0,60,0
2,30,330,0
2,0,0,0
2,0,60,0
1,360,0,0
0,0,0,0
0,0,0,0
2,150,0,0
0,0,0,0
0,0,60,0
2,0,0,0
0,0,150,0
0,0,0,0
0,0,0,20
1,0,60,0
0,0,45,30
1,30,60,40
0,0,0,0
4,30,150,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
1,30,0,0
0,0,0,0
0,0,0,0
0,0,0,42
0,0,300,0
0,0,45,0
0,0,120,0
0,0,0,0
1,145,0,0
0,0,0,0
0,0,20,0
0,0,0,0
0,0,0,50
1,0,0,0
0,0,0,0
0,0,0,60
2,405,180,0
6,240,0,0
0,0,5,15
0,0,60,0
2,0,0,0
0,0,5,0
1,17,30,0
0,0,90,0
0,0,210,0
0,0,0,0
1,0,0,5
2,0,0,0
1,0,0,0
0,0,0,0
2,25,90,0
2,0,0,15
0,0,120,0
1,60,150,0
0,0,0,0
0,0,0,0
1,15,180,0
3,0,585,0
0,0,0,0
2,45,0,0
0,0,0,0
1,210,0,0
1,0,0,0
0,0,60,95
2,20,0,0
0,0,0,0
0,0,0,20
1,0,0,0
0,0,0,50
0,0,0,0
0,0,0,0
0,0,120,0
0,0,0,10
1,170,10,35
0,0,140,0
5,0,0,0
0,0,120,0
0,0,0,0
0,0,90,0
1,0,0,0
0,0,0,118
1,0,0,0
0,0,90,0
0,0,30,0
1,0,315,0
2,115,95,0
0,0,0,0
0,0,0,0
0,0,20,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,80,0
0,0,180,30
0,0,0,0
0,0,0,0
4,90,90,0
0,0,0,0
0,0,0,0
0,0,10,75
2,20,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,105,15
3,68,30,0
0,0,0,0
0,0,0,0
1,120,180,0
0,0,105,0
0,0,100,0
0,0,0,0
1,30,0,0
0,0,0,60
1,120,0,0
0,0,430,0
0,0,0,0
0,0,0,0
2,20,0,0
0,0,120,0
0,0,0,30
0,0,0,0
0,0,300,0
1,58,15,0
0,0,85,0
0,0,0,0
1,0,0,0
1,300,30,105
1,0,0,0
0,0,0,0
2,135,30,0
0,0,15,0
2,0,120,0
1,410,5,30
0,0,120,20
0,0,120,30
0,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,30,20
0,0,225,0
2,25,0,0
0,0,30,0
1,0,0,0
2,437,87,90
1,16,20,60
0,0,0,0
1,135,75,0
1,108,60,0
1,0,235,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,144,70,95
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,35,0
2,110,165,0
0,0,0,0
0,0,0,0
0,0,30,60
3,75,0,0
0,0,0,0
1,0,165,0
0,0,0,0
0,0,65,40
2,90,60,180
1,0,195,0
0,0,0,0
1,0,0,30
0,0,0,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,0,110,90
2,0,0,0
1,0,0,0
0,0,5,35
0,0,163,60
0,0,0,0
1,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,152,45,0
1,5,0,0
3,0,0,0
3,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,0,120,60
2,155,0,0
0,0,0,0
0,0,0,0
1,1,0,0
0,0,80,0
1,0,130,40
0,0,180,93
3,0,0,0
0,0,0,0
1,0,252,0
1,120,0,40
0,0,210,0
0,0,0,0
0,0,0,0
0,0,135,60
2,60,520,0
1,45,210,0
2,0,160,0
0,0,0,0
3,0,10,10
1,0,90,0
2,180,0,0
6,10,0,0
0,0,0,5
0,0,0,0
0,0,14,30
3,0,370,0
2,45,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,0,0
1,0,0,0
0,0,45,0
5,302,104,0
0,0,150,10
0,0,240,0
0,0,0,0
2,20,0,0
0,0,0,0
0,0,0,15
0,0,30,0
2,0,57,90
1,100,120,0
0,0,60,60
0,0,0,0
0,0,105,45
0,0,10,0
0,0,0,0
2,75,0,0
1,135,45,0
0,0,0,0
0,0,0,0
2,300,60,0
0,0,0,0
1,284,60,20
0,0,60,0
0,0,0,5
0,0,0,0
3,60,145,30
1,0,10,0
3,0,100,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,15
0,0,15,0
0,0,0,0
0,0,60,0
1,0,0,0
0,0,240,0
1,0,225,0
0,0,35,15
0,0,0,120
0,0,0,0
1,0,0,0
0,0,75,60
0,0,0,0
1,13,0,0
0,0,10,20
0,0,90,0
0,0,65,0
1,0,75,0
0,0,0,0
0,0,0,60
0,0,120,0
0,0,0,60
3,0,0,0
1,0,0,0
0,0,0,0
0,0,90,0
0,0,0,0
0,0,9,5
3,155,130,45
0,0,0,0
0,0,0,0
3,0,0,0
0,0,0,0
0,0,95,0
1,0,0,0
2,20,0,0
1,0,0,0
0,0,15,60
2,160,0,45
0,0,0,0
0,0,0,0
3,60,60,0
0,0,70,0
2,90,0,0
0,0,197,0
0,0,120,0
3,111,30,0
0,0,0,0
0,0,0,0
0,0,0,45
1,0,240,0
0,0,6,12
0,0,0,0
0,0,80,65
0,0,160,0
0,0,30,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,0,0
0,0,5,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,60
0,0,0,0
1,80,435,0
0,0,70,0
0,0,0,0
0,0,0,0
3,0,0,0
0,0,0,0
2,0,90,0
2,65,120,0
0,0,30,0
1,120,0,60
0,0,0,0
0,0,146,60
1,0,90,0
0,0,110,60
0,0,0,0
0,0,0,0
0,0,0,0
1,45,0,0
0,0,0,0
0,0,0,0
2,123,165,57
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,30,0
0,0,0,0
0,0,0,0
0,0,0,0
1,105,105,0
2,20,0,0
1,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,60,20
1,0,120,0
3,0,0,0
1,0,0,0
2,0,0,0
0,0,150,0
0,0,0,0
0,0,30,0
1,0,18,60
0,0,0,0
2,120,150,0
0,0,15,60
3,30,60,60
0,0,0,0
0,0,10,0
0,0,0,120
0,0,0,0
0,0,0,0
3,0,90,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,10,0
1,0,0,45
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,15,85,0
1,0,150,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,30,60
2,0,0,0
1,0,145,0
0,0,60,0
3,0,0,0
